28.517,77.223,1,"October 31st 2017, 09:57:02.000"
28.517,77.223,3,"October 31st 2017, 09:56:47.000"
28.528,77.232,5,"October 31st 2017, 16:12:10.000"
28.528,77.231,2,"October 31st 2017, 10:35:42.000"
28.533,77.232,0,"October 31st 2017, 16:51:17.000"
28.541,77.232,0,"October 31st 2017, 20:49:08.000"
28.555,77.229,3,"October 31st 2017, 09:32:07.000"
28.613,77.24,0,"October 31st 2017, 15:39:00.000"
28.613,77.24,3,"October 31st 2017, 06:44:40.000"
28.64,77.257,0,"October 31st 2017, 14:19:00.000"
28.64,77.257,2,"October 31st 2017, 14:18:41.000"
28.64,77.255,4,"October 31st 2017, 21:49:30.000"
28.64,77.257,5,"October 31st 2017, 11:32:06.000"
28.65,77.239,0,"October 31st 2017, 14:36:06.000"
28.65,77.239,1,"October 31st 2017, 14:35:46.000"
28.65,77.239,6,"October 31st 2017, 09:01:17.000"
28.652,77.238,2,"October 31st 2017, 17:41:48.000"
28.66,77.234,7,"October 31st 2017, 15:05:25.000"
28.66,77.232,6,"October 31st 2017, 08:33:57.000"
28.66,77.233,7,"October 31st 2017, 17:49:28.000"
28.66,77.233,8,"October 31st 2017, 14:47:40.000"
28.66,77.233,12,"October 31st 2017, 05:51:39.000"
28.66,77.234,5,"October 31st 2017, 21:34:20.000"
28.516,77.227,3,"October 31st 2017, 09:48:37.000"
28.516,77.226,5,"October 31st 2017, 07:25:41.000"
28.516,77.227,2,"October 31st 2017, 04:45:38.000"
28.516,77.224,6,"October 31st 2017, 20:09:58.000"
28.516,77.224,4,"October 31st 2017, 07:26:41.000"
28.516,77.224,4,"October 31st 2017, 09:49:42.000"
28.517,77.222,1,"October 31st 2017, 16:26:10.000"
28.521,77.228,3,"October 31st 2017, 20:41:28.000"
28.521,77.228,3,"October 31st 2017, 16:18:10.000"
28.523,77.229,10,"October 31st 2017, 09:46:32.000"
28.532,77.232,2,"October 31st 2017, 10:39:22.000"
28.532,77.232,2,"October 31st 2017, 07:47:26.000"
28.551,77.228,8,"October 31st 2017, 10:54:02.000"
28.553,77.228,0,"October 31st 2017, 20:53:41.000"
28.553,77.228,2,"October 31st 2017, 19:42:48.000"
28.562,77.232,5,"October 31st 2017, 07:58:56.000"
28.594,77.24,5,"October 31st 2017, 11:04:27.000"
28.607,77.24,2,"October 31st 2017, 19:18:08.000"
28.607,77.24,3,"October 31st 2017, 08:08:16.000"
28.608,77.24,2,"October 31st 2017, 11:09:04.000"
28.619,77.24,0,"October 31st 2017, 11:14:31.000"
28.624,77.241,1,"October 31st 2017, 15:33:40.000"
28.624,77.241,3,"October 31st 2017, 06:41:20.000"
28.624,77.241,6,"October 31st 2017, 08:15:01.000"
28.629,77.241,3,"October 31st 2017, 17:29:36.000"
28.629,77.241,3,"October 31st 2017, 09:08:37.000"
28.629,77.242,3,"October 31st 2017, 15:29:10.000"
28.629,77.241,2,"October 31st 2017, 18:59:33.000"
28.63,77.241,3,"October 31st 2017, 18:54:13.000"
28.637,77.241,10,"October 31st 2017, 06:38:50.000"
28.637,77.241,3,"October 31st 2017, 18:51:58.000"
28.644,77.24,5,"October 31st 2017, 17:36:28.000"
28.644,77.24,5,"October 31st 2017, 21:42:55.000"
28.644,77.241,2,"October 31st 2017, 18:47:43.000"
28.646,77.24,1,"October 31st 2017, 05:47:51.000"
28.646,77.24,2,"October 31st 2017, 17:37:58.000"
28.646,77.24,4,"October 31st 2017, 04:23:48.000"
28.658,77.232,3,"October 31st 2017, 08:34:55.000"
28.658,77.237,8,"October 31st 2017, 08:32:27.000"
28.658,77.237,2,"October 31st 2017, 15:09:15.000"
28.658,77.232,2,"October 31st 2017, 05:52:41.000"
28.658,77.237,6,"October 31st 2017, 04:20:23.000"
28.658,77.232,4,"October 31st 2017, 05:53:46.000"
28.658,77.232,1,"October 31st 2017, 14:50:00.000"
28.658,77.237,2,"October 31st 2017, 14:43:21.000"
28.658,77.237,5,"October 31st 2017, 06:34:45.000"
28.658,77.232,2,"October 31st 2017, 17:51:08.000"
28.659,77.232,3,"October 31st 2017, 14:53:35.000"
28.659,77.237,7,"October 31st 2017, 08:58:57.000"
28.66,77.232,2,"October 31st 2017, 17:49:48.000"
28.66,77.235,7,"October 31st 2017, 06:33:51.000"
28.66,77.232,3,"October 31st 2017, 21:31:40.000"
28.66,77.232,3,"October 31st 2017, 04:18:43.000"
28.66,77.233,11,"October 31st 2017, 08:33:47.000"
28.66,77.235,7,"October 31st 2017, 18:34:53.000"
28.66,77.235,11,"October 31st 2017, 04:19:33.000"
28.516,77.226,2,"October 31st 2017, 04:49:02.000"
28.516,77.226,3,"October 31st 2017, 10:28:37.000"
28.516,77.226,2,"October 31st 2017, 20:38:33.000"
28.516,77.227,2,"October 31st 2017, 20:08:13.000"
28.516,77.227,0,"October 31st 2017, 16:21:31.000"
28.521,77.228,14,"October 31st 2017, 04:44:58.000"
28.522,77.229,6,"October 31st 2017, 20:42:03.000"
28.524,77.23,0,"October 31st 2017, 09:45:34.000"
